city,date,aqi,quality_level,pm2_5,pm10,so2,co,no2,o3
shanghai,2022-08-12,53,良,280,25,46,34,5,0.71
shanghai,2022-08-13,57,良,313,27,48,24,5,0.69
shanghai,2022-08-14,46,优,285,20,37,18,5,0.66
shanghai,2022-08-15,41,优,255,16,32,16,5,0.6
shanghai,2022-08-16,40,优,217,19,35,23,5,0.67
shanghai,2022-08-17,40,优,210,19,33,24,4,0.81
shanghai,2022-08-18,39,优,209,21,34,21,4,0.58
shanghai,2022-08-19,35,优,189,14,28,17,5,0.54
shanghai,2022-08-20,41,优,237,23,42,27,5,0.73
shanghai,2022-08-21,36,优,177,20,36,18,4,0.7
shanghai,2022-08-22,46,优,300,26,41,20,4,0.72
shanghai,2022-08-23,58,良,328,26,44,25,5,0.79
shanghai,2022-08-24,33,优,162,11,33,14,4,0.6
shanghai,2022-08-25,29,优,123,10,29,16,4,0.56
shanghai,2022-08-26,31,优,180,12,31,21,4,0.61
shanghai,2022-08-27,29,优,165,14,25,20,4,0.67
shanghai,2022-08-28,27,优,148,8,26,13,4,0.6
shanghai,2022-08-29,35,优,232,13,32,17,5,0.67
shanghai,2022-08-30,44,优,279,27,45,21,4,0.77
shanghai,2022-08-31,24,优,63,11,18,18,4,0.66
shanghai,2022-09-01,33,优,170,13,25,14,4,0.61
shanghai,2022-09-02,28,优,74,10,23,13,4,0.56
shanghai,2022-09-03,18,优,14,6,14,13,4,0.51
shanghai,2022-09-04,18,优,14,6,17,10,4,0.49
shanghai,2022-09-05,21,优,27,4,9,10,4,0.53
shanghai,2022-09-06,59,良,239,33,57,27,5,0.85
shanghai,2022-09-07,70,良,296,36,61,29,6,0.75
shanghai,2022-09-08,40,优,103,18,41,34,6,0.59
shanghai,2022-09-09,31,优,46,12,27,21,5,0.58
shanghai,2022-09-10,31,优,43,13,26,20,5,0.55
shanghai,2022-09-11,30,优,44,12,30,16,5,0.51
shanghai,2022-09-12,27,优,38,15,26,20,5,0.61
shanghai,2022-09-13,19,优,29,8,15,15,4,0.56
shanghai,2022-09-14,16,优,21,8,15,13,4,0.61
shanghai,2022-09-15,19,优,40,9,12,15,4,0.63
shanghai,2022-09-16,44,优,179,29,42,29,5,0.69
shanghai,2022-09-17,53,良,199,37,47,35,5,0.9
shanghai,2022-09-18,37,优,112,21,34,18,5,0.73
shanghai,2022-09-19,55,良,255,25,57,16,6,0.73
shanghai,2022-09-20,41,优,188,11,41,16,5,0.53
shanghai,2022-09-21,31,优,84,8,31,22,5,0.5
shanghai,2022-09-22,36,优,101,12,36,31,6,0.52
shanghai,2022-09-23,50,优,194,18,56,32,6,0.63
shanghai,2022-09-24,29,优,76,8,28,17,5,0.5
shanghai,2022-09-25,30,优,55,9,30,20,5,0.53
shanghai,2022-09-26,35,优,80,16,35,26,6,0.6
shanghai,2022-09-27,28,优,53,10,22,21,5,0.54
shanghai,2022-09-28,26,优,41,15,25,32,5,0.58
shanghai,2022-09-29,27,优,30,14,23,33,5,0.61
shanghai,2022-09-30,25,优,47,12,24,26,5,0.61
shanghai,2022-10-01,37,优,154,23,34,23,5,0.61
shanghai,2022-10-02,29,优,116,15,29,15,6,0.6
shanghai,2022-10-03,34,优,203,18,34,18,6,0.63
shanghai,2022-10-04,28,优,206,11,28,14,5,0.65
shanghai,2022-10-05,26,优,170,8,25,13,5,0.53
shanghai,2022-10-06,20,优,95,8,14,17,5,0.6
shanghai,2022-10-07,23,优,99,9,17,19,5,0.6
shanghai,2022-10-08,27,优,97,13,27,28,5,0.61
shanghai,2022-10-09,41,优,247,26,38,28,5,0.74
shanghai,2022-10-10,47,优,294,14,48,26,7,0.65
shanghai,2022-10-11,38,优,130,18,39,35,7,0.65
shanghai,2022-10-12,29,优,36,11,28,29,5,0.55
shanghai,2022-10-13,29,优,29,10,28,27,6,0.6
shanghai,2022-10-14,35,优,44,14,35,32,5,0.63
shanghai,2022-10-15,37,优,43,22,37,31,5,0.65
shanghai,2022-10-16,45,优,120,29,42,28,5,0.69
shanghai,2022-10-17,56,良,233,30,52,18,5,0.67
shanghai,2022-10-18,32,优,50,9,32,21,5,0.58
shanghai,2022-10-19,29,优,24,11,28,26,6,0.59
shanghai,2022-10-20,32,优,37,11,31,35,5,0.59
shanghai,2022-10-21,39,优,67,16,39,43,6,0.63
shanghai,2022-10-22,42,优,89,26,42,32,6,0.68
shanghai,2022-10-23,41,优,89,23,43,17,6,0.63
shanghai,2022-10-24,32,优,46,11,32,21,6,0.54
shanghai,2022-10-25,29,优,35,8,28,22,5,0.52
shanghai,2022-10-26,31,优,48,9,31,36,5,0.58
shanghai,2022-10-27,21,优,21,7,18,30,5,0.58
shanghai,2022-10-28,35,优,137,13,33,18,5,0.58
shanghai,2022-10-29,31,优,89,13,31,22,6,0.6
shanghai,2022-10-30,36,优,105,18,36,24,5,0.63
shanghai,2022-10-31,30,优,60,10,30,25,5,0.58
shanghai,2022-11-01,37,优,115,20,37,25,6,0.64
shanghai,2022-11-02,53,良,205,31,54,28,6,0.73
shanghai,2022-11-03,38,优,125,18,38,36,6,0.69
shanghai,2022-11-04,36,优,117,15,36,19,6,0.59
shanghai,2022-11-05,41,优,112,21,41,27,6,0.63
shanghai,2022-11-06,31,优,56,14,30,34,6,0.58
shanghai,2022-11-07,33,优,56,16,32,33,6,0.61
shanghai,2022-11-08,32,优,54,16,32,40,6,0.62
shanghai,2022-11-09,41,优,81,21,41,35,6,0.65
shanghai,2022-11-10,51,良,124,35,48,32,6,0.7
shanghai,2022-11-11,36,优,71,25,29,31,5,0.62
shanghai,2022-11-12,29,优,79,16,28,26,6,0.65
shanghai,2022-11-13,30,优,119,15,27,20,5,0.75
shanghai,2022-11-14,43,优,136,24,42,37,6,0.8
shanghai,2022-11-15,80,良,298,59,73,57,8,1.08
shanghai,2022-11-16,91,良,295,68,77,54,8,1.0
shanghai,2022-11-17,23,优,17,9,10,23,5,0.6
shanghai,2022-11-18,29,优,49,11,28,31,5,0.62
shanghai,2022-11-19,44,优,128,25,39,46,6,0.73
shanghai,2022-11-20,65,良,232,47,49,37,5,0.92
shanghai,2022-11-21,58,良,219,41,53,47,6,0.9
shanghai,2022-11-22,47,优,198,33,32,35,5,0.82
shanghai,2022-11-23,28,优,86,14,26,31,5,0.72
shanghai,2022-11-24,42,优,139,20,42,49,6,0.7
shanghai,2022-11-25,44,优,126,19,47,50,6,0.67
shanghai,2022-11-26,66,良,247,45,67,55,7,0.93
shanghai,2022-11-27,40,优,126,21,38,35,6,0.61
shanghai,2022-11-28,29,优,85,13,27,29,6,0.6
shanghai,2022-11-29,27,优,80,14,22,21,5,0.73
shanghai,2022-11-30,27,优,110,12,26,23,5,0.66
shanghai,2022-12-01,33,优,148,18,33,31,6,0.78
shanghai,2022-12-02,47,优,172,28,50,46,8,0.96
shanghai,2022-12-03,42,优,146,28,34,47,6,0.94
shanghai,2022-12-04,31,优,109,12,30,16,5,0.62
shanghai,2022-12-05,22,优,51,11,20,23,5,0.61
shanghai,2022-12-06,37,优,97,16,39,52,6,0.73
shanghai,2022-12-07,53,良,137,32,59,57,7,0.79
shanghai,2022-12-08,57,良,132,33,64,68,7,0.75
shanghai,2022-12-09,44,优,80,28,40,61,6,0.92
shanghai,2022-12-10,71,良,189,52,52,46,6,1.14
shanghai,2022-12-11,53,良,144,32,46,23,6,0.67
shanghai,2022-12-12,49,优,63,31,50,43,6,0.73
shanghai,2022-12-13,99,良,246,57,136,58,9,0.95
shanghai,2022-12-14,78,良,236,26,105,39,7,0.69
shanghai,2022-12-15,56,良,130,20,63,53,7,0.66
shanghai,2022-12-16,36,优,86,14,36,39,6,0.63
shanghai,2022-12-17,47,优,131,25,54,22,7,0.75
shanghai,2022-12-18,58,良,226,18,66,34,8,0.76
shanghai,2022-12-19,54,良,128,24,59,58,8,0.81
shanghai,2022-12-20,46,优,59,21,46,55,7,0.7
shanghai,2022-12-21,68,良,175,42,89,47,9,0.83
shanghai,2022-12-22,77,良,255,45,102,46,9,0.83
shanghai,2022-12-23,38,优,77,16,38,32,9,0.76
shanghai,2022-12-24,50,优,120,30,52,43,9,0.86
shanghai,2022-12-25,46,优,73,30,47,39,8,0.89
shanghai,2022-12-26,61,良,151,43,58,57,8,0.98
shanghai,2022-12-27,95,良,217,71,76,51,10,1.07
shanghai,2022-12-28,105,轻度污染,250,79,82,43,9,1.06
shanghai,2022-12-29,46,优,87,31,40,34,7,0.74
shanghai,2022-12-30,44,优,64,30,44,52,8,0.86
shanghai,2022-12-31,92,良,215,68,80,68,9,1.07
shanghai,2023-01-01,111,轻度污染,230,83,93,87,9,1.03
shanghai,2023-01-02,81,良,200,60,63,41,7,0.84
shanghai,2023-01-03,27,优,26,14,27,33,7,0.59
shanghai,2023-01-04,50,优,84,34,46,53,8,0.71
shanghai,2023-01-05,55,良,80,36,47,62,7,0.68
shanghai,2023-01-06,103,轻度污染,164,77,91,68,9,0.9
shanghai,2023-01-07,130,轻度污染,269,98,131,71,10,1.13
shanghai,2023-01-08,77,良,140,49,98,45,8,0.68
shanghai,2023-01-09,85,良,188,60,97,46,8,0.81
shanghai,2023-01-10,34,优,58,11,34,26,6,0.45
shanghai,2023-01-11,39,优,67,19,39,44,6,0.57
shanghai,2023-01-12,28,优,35,18,25,30,6,0.55
shanghai,2023-01-13,28,优,55,18,17,41,5,0.77
shanghai,2023-01-14,21,优,33,12,14,17,5,0.66
shanghai,2023-01-15,31,优,109,20,29,16,5,0.72
shanghai,2023-01-16,48,优,133,29,49,22,8,0.88
shanghai,2023-01-17,59,良,147,41,54,27,8,0.93
shanghai,2023-01-18,72,良,171,51,77,37,9,0.93
shanghai,2023-01-19,75,良,160,50,98,48,8,0.94
shanghai,2023-01-20,88,良,250,50,123,29,7,0.84
shanghai,2023-01-21,61,良,87,18,72,15,6,0.53
shanghai,2023-01-22,22,优,3,14,15,17,6,0.57
shanghai,2023-01-23,30,优,19,17,29,13,5,0.68
shanghai,2023-01-24,45,优,145,26,44,8,6,0.71
shanghai,2023-01-25,29,优,16,12,27,11,6,0.7
shanghai,2023-01-26,55,良,79,39,48,22,7,0.82
shanghai,2023-01-27,58,良,133,33,67,14,8,0.87
shanghai,2023-01-28,56,良,138,32,62,30,9,0.9
shanghai,2023-01-29,59,良,138,38,66,38,8,0.79
shanghai,2023-01-30,65,良,141,47,70,50,9,0.85
shanghai,2023-01-31,54,良,75,38,52,38,8,0.7
shanghai,2023-02-01,67,良,134,44,68,52,8,0.77
shanghai,2023-02-02,46,优,109,12,49,18,6,0.54
shanghai,2023-02-03,51,良,100,13,53,22,6,0.63
shanghai,2023-02-04,32,优,48,16,32,30,6,0.56
shanghai,2023-02-05,48,优,91,33,46,31,6,0.65
shanghai,2023-02-06,33,优,48,22,21,35,5,0.63
shanghai,2023-02-07,33,优,61,22,29,25,6,0.6
shanghai,2023-02-08,60,良,149,41,53,27,6,0.7
shanghai,2023-02-09,34,优,98,20,31,32,5,0.68
shanghai,2023-02-10,28,优,45,18,21,27,5,0.68
shanghai,2023-02-11,24,优,24,14,18,29,5,0.62
shanghai,2023-02-12,28,优,72,17,17,34,5,0.72
shanghai,2023-02-13,45,优,194,27,36,19,5,0.78
shanghai,2023-02-14,36,优,137,20,36,19,6,0.59
shanghai,2023-02-15,41,优,99,24,41,27,6,0.63
shanghai,2023-02-16,44,优,62,25,45,37,6,0.67
shanghai,2023-02-17,44,优,44,27,45,44,7,0.61
shanghai,2023-02-18,72,良,163,52,76,67,8,0.88
shanghai,2023-02-19,115,轻度污染,323,86,90,37,7,1.05
shanghai,2023-02-20,60,良,159,39,64,34,7,0.75
shanghai,2023-02-21,34,优,33,13,34,19,6,0.55
shanghai,2023-02-22,30,优,23,11,30,24,6,0.57
shanghai,2023-02-23,24,优,9,14,23,31,6,0.6
shanghai,2023-02-24,55,良,142,39,45,31,6,0.78
shanghai,2023-02-25,56,良,171,34,50,22,6,0.73
shanghai,2023-02-26,36,优,28,20,36,26,6,0.59
shanghai,2023-02-27,37,优,28,22,35,32,6,0.56
shanghai,2023-02-28,42,优,48,24,43,42,7,0.62
shanghai,2023-03-01,90,良,236,67,73,57,8,0.88
shanghai,2023-03-01,90,良,235,67,73,57,8,0.88
shanghai,2023-03-02,69,良,165,43,64,35,8,0.69
shanghai,2023-03-03,37,优,29,14,37,39,6,0.5
shanghai,2023-03-04,49,优,55,26,51,47,6,0.53
shanghai,2023-03-05,48,优,46,28,48,39,6,0.53
shanghai,2023-03-06,62,良,112,39,73,51,8,0.62
shanghai,2023-03-07,64,良,131,36,77,47,9,0.64
shanghai,2023-03-08,64,良,140,40,76,54,8,0.73
shanghai,2023-03-09,98,良,275,72,104,53,8,0.91
shanghai,2023-03-10,104,轻度污染,280,70,103,55,8,0.78
shanghai,2023-03-11,55,良,116,29,61,32,7,0.6
shanghai,2023-03-12,62,良,166,29,69,25,6,0.67
shanghai,2023-03-13,51,良,83,14,53,25,6,0.58
shanghai,2023-03-14,50,优,66,15,53,28,7,0.61
shanghai,2023-03-15,51,良,58,27,61,33,8,0.69
shanghai,2023-03-16,66,良,178,16,82,17,6,0.54
shanghai,2023-03-17,28,优,65,9,21,22,5,0.6
shanghai,2023-03-18,38,优,98,21,37,27,5,0.7
shanghai,2023-03-19,43,优,129,20,45,28,6,0.61
shanghai,2023-03-20,47,优,136,30,44,30,6,0.65
shanghai,2023-03-21,27,优,28,17,18,50,6,0.68
shanghai,2023-03-22,48,优,121,34,39,59,6,0.8
shanghai,2023-03-23,98,良,196,33,121,33,6,0.9
shanghai,2023-03-24,83,良,221,26,116,22,6,0.6
shanghai,2023-03-25,49,优,153,17,50,29,6,0.68
shanghai,2023-03-26,61,良,197,26,74,23,7,0.65
shanghai,2023-03-27,78,良,226,37,107,43,8,0.71
shanghai,2023-03-28,66,良,173,38,83,40,8,0.63
shanghai,2023-03-29,58,良,161,29,65,40,7,0.64
shanghai,2023-03-30,70,良,227,51,68,35,6,0.74
shanghai,2023-03-31,45,优,95,27,46,33,7,0.62
shanghai,2023-04-01,54,良,138,33,56,50,8,0.63
shanghai,2023-04-02,53,良,130,31,55,46,7,0.61
shanghai,2023-04-03,49,优,220,24,51,21,6,0.53
shanghai,2023-04-04,29,优,92,14,25,18,6,0.56
shanghai,2023-04-05,48,优,234,33,33,22,5,0.83
shanghai,2023-04-06,65,良,233,47,49,33,6,0.9
shanghai,2023-04-07,84,良,275,62,75,33,6,0.9
shanghai,2023-04-08,56,良,138,29,62,33,7,0.63
shanghai,2023-04-09,47,优,40,22,48,32,7,0.51
shanghai,2023-04-10,48,优,64,21,49,28,8,0.57
shanghai,2023-04-11,123,轻度污染,185,38,167,32,7,0.71
shanghai,2023-04-12,218,重度污染,241,56,339,22,6,0.52
shanghai,2023-04-13,138,轻度污染,258,45,227,30,6,0.54
shanghai,2023-04-14,76,良,192,46,100,44,7,0.86
shanghai,2023-04-15,57,良,104,34,67,29,6,0.73
shanghai,2023-04-16,66,良,140,33,85,23,7,0.7
shanghai,2023-04-17,62,良,113,29,73,21,6,0.68
shanghai,2023-04-18,66,良,194,32,82,37,8,0.81
shanghai,2023-04-19,34,优,65,19,32,23,6,0.63
shanghai,2023-04-20,37,优,50,17,36,22,6,0.58
shanghai,2023-04-21,53,良,178,20,62,16,6,0.55
shanghai,2023-04-22,85,良,326,25,120,18,6,0.53
shanghai,2023-04-23,83,良,329,26,116,16,6,0.55
shanghai,2023-04-24,39,优,193,14,38,15,6,0.59
shanghai,2023-04-25,44,优,177,23,46,31,7,0.77
shanghai,2023-04-26,70,良,309,50,70,29,8,0.87
shanghai,2023-04-27,68,良,279,46,64,23,7,0.65
shanghai,2023-04-28,56,良,197,37,57,30,7,0.73
shanghai,2023-04-29,80,良,251,48,88,36,7,0.8
shanghai,2023-04-30,79,良,255,33,108,35,8,0.64
shanghai,2023-05-01,70,良,217,32,82,32,9,0.58
shanghai,2023-05-02,52,良,132,17,56,15,7,0.49
shanghai,2023-05-03,40,优,129,18,40,16,7,0.54
shanghai,2023-05-04,27,优,82,17,27,20,7,0.59
shanghai,2023-05-05,31,优,139,20,27,26,6,0.75
shanghai,2023-05-06,43,优,240,28,36,23,6,0.78
shanghai,2023-05-07,26,优,71,13,19,17,6,0.53
shanghai,2023-05-08,35,优,128,21,33,17,6,0.48
shanghai,2023-05-09,43,优,157,23,40,34,7,0.46
shanghai,2023-05-10,39,优,112,19,36,30,7,0.44
shanghai,2023-05-11,48,优,192,26,51,51,8,0.56
shanghai,2023-05-12,95,良,333,70,95,53,9,0.7
shanghai,2023-05-13,109,轻度污染,335,69,83,41,8,0.75
shanghai,2023-05-14,96,良,332,59,86,38,9,0.79
shanghai,2023-05-15,82,良,301,46,79,39,9,0.68
shanghai,2023-05-16,49,优,127,20,49,23,8,0.55
shanghai,2023-05-17,29,优,64,11,20,14,6,0.52
shanghai,2023-05-18,39,优,122,23,26,23,6,0.65
shanghai,2023-05-19,27,优,5,11,16,22,6,0.56
shanghai,2023-05-20,34,优,42,21,29,21,6,0.48
shanghai,2023-05-21,39,优,88,27,38,21,6,0.53
shanghai,2023-05-22,72,良,288,34,97,22,6,0.54
shanghai,2023-05-23,78,良,306,37,105,35,8,0.65
shanghai,2023-05-24,61,良,274,29,73,40,8,0.61
shanghai,2023-05-25,56,良,249,31,59,22,7,0.53
shanghai,2023-05-26,53,良,223,24,55,26,7,0.56
shanghai,2023-05-27,35,优,161,17,35,16,6,0.5
shanghai,2023-05-28,36,优,183,16,35,17,7,0.5
shanghai,2023-05-29,47,优,255,19,37,24,8,0.56
shanghai,2023-05-30,40,优,164,27,35,28,7,0.55
shanghai,2023-05-31,28,优,33,18,26,26,6,0.52
shanghai,2023-06-01,29,优,0,20,28,27,7,0.6
shanghai,2023-06-02,62,良,0,31,52,27,8,0.74
shanghai,2023-06-03,49,优,0,29,46,19,7,0.52
shanghai,2023-06-04,38,优,0,19,36,22,7,0.47
shanghai,2023-06-05,43,优,0,25,41,25,6,0.65
shanghai,2023-06-06,43,优,0,28,31,25,6,0.72
shanghai,2023-06-07,47,优,0,33,37,27,7,0.65
shanghai,2023-06-08,58,良,0,34,36,29,7,0.7
shanghai,2023-06-09,70,良,0,36,42,28,8,0.75
shanghai,2023-06-10,51,良,0,23,36,21,8,0.59
shanghai,2023-06-11,40,优,0,25,32,24,7,0.56
shanghai,2023-06-12,22,优,0,9,15,18,6,0.42
shanghai,2023-06-13,18,优,0,10,17,18,6,0.46
shanghai,2023-06-14,42,优,0,25,36,24,6,0.57
shanghai,2023-06-15,65,良,0,41,52,34,8,0.79
shanghai,2023-06-16,60,良,0,39,45,25,7,0.63
shanghai,2023-06-17,33,优,0,11,13,16,6,0.51
shanghai,2023-06-18,22,优,0,13,15,31,6,0.6
shanghai,2023-06-19,21,优,0,13,15,29,6,0.63
shanghai,2023-06-20,41,优,0,27,33,25,6,0.8
shanghai,2023-06-21,85,良,0,48,55,31,7,0.83
shanghai,2023-06-22,81,良,0,56,63,30,7,0.78
shanghai,2023-06-23,70,良,0,44,51,22,7,0.68
shanghai,2023-06-24,30,优,0,7,8,14,5,0.54
shanghai,2023-06-25,23,优,0,14,18,21,5,0.61
shanghai,2023-06-26,32,优,0,19,32,25,6,0.59
shanghai,2023-06-27,33,优,0,18,32,25,6,0.56
shanghai,2023-06-28,41,优,0,21,34,19,6,0.54
shanghai,2023-06-29,43,优,0,22,40,22,6,0.57
shanghai,2023-06-30,33,优,0,18,30,23,6,0.63
shanghai,2023-07-01,37,优,0,20,29,17,5,0.65
shanghai,2023-07-02,51,良,0,33,39,23,6,0.64
shanghai,2023-07-03,43,优,0,28,41,29,6,0.66
shanghai,2023-07-04,41,优,0,25,35,23,6,0.62
shanghai,2023-07-05,36,优,0,20,31,21,6,0.74
shanghai,2023-07-06,56,良,0,38,45,26,6,0.72
shanghai,2023-07-07,37,优,0,23,36,27,6,0.66
shanghai,2023-07-08,35,优,0,24,33,32,6,0.7
shanghai,2023-07-09,49,优,0,34,45,30,6,0.68
shanghai,2023-07-10,34,优,0,20,31,34,6,0.64
shanghai,2023-07-11,56,良,0,27,41,21,6,0.65
shanghai,2023-07-12,61,良,0,29,46,20,6,0.65
shanghai,2023-07-13,50,优,0,26,44,21,6,0.57
shanghai,2023-07-14,55,良,0,25,42,19,6,0.58
shanghai,2023-07-15,44,优,0,20,34,20,6,0.58
shanghai,2023-07-16,20,优,0,11,19,20,6,0.58
shanghai,2023-07-17,17,优,0,6,17,10,5,0.41
shanghai,2023-07-18,18,优,0,8,16,15,6,0.52
shanghai,2023-07-19,18,优,0,7,18,19,6,0.45
shanghai,2023-07-20,23,优,0,12,20,25,5,0.53
shanghai,2023-07-21,28,优,0,16,23,23,5,0.58
shanghai,2023-07-22,25,优,0,15,22,20,5,0.55
shanghai,2023-07-23,26,优,0,14,24,16,6,0.53
shanghai,2023-07-24,34,优,0,20,33,21,6,0.6
shanghai,2023-07-25,20,优,0,7,17,13,6,0.46
shanghai,2023-07-26,22,优,0,6,22,10,6,0.43
shanghai,2023-07-27,17,优,0,5,17,11,5,0.4
shanghai,2023-07-28,20,优,0,5,20,9,5,0.4
shanghai,2023-07-29,19,优,0,6,19,8,5,0.42
shanghai,2023-07-30,18,优,0,6,18,11,5,0.4
shanghai,2023-07-31,23,优,0,12,23,12,6,0.4
shanghai,2023-08-01,19,优,0,9,19,11,6,0.44
shanghai,2023-08-02,24,优,0,11,24,10,6,0.46
shanghai,2023-08-03,31,优,0,11,31,9,6,0.41
shanghai,2023-08-04,27,优,0,11,27,10,6,0.44
shanghai,2023-08-05,27,优,0,13,27,12,6,0.5
shanghai,2023-08-06,32,优,0,17,31,19,7,0.58
shanghai,2023-08-07,28,优,0,14,27,17,6,0.55
shanghai,2023-08-08,32,优,0,16,31,14,6,0.68
shanghai,2023-08-09,33,优,0,17,33,15,6,0.65
shanghai,2023-08-10,50,优,0,24,42,16,6,0.69
shanghai,2023-08-11,77,良,0,36,62,20,7,0.77
shanghai,2023-08-12,61,良,0,30,43,16,6,0.65
shanghai,2023-08-13,31,优,0,14,27,13,6,0.5
shanghai,2023-08-14,27,优,0,11,24,13,6,0.51
shanghai,2023-08-15,27,优,0,14,26,15,6,0.53
shanghai,2023-08-16,38,优,0,18,38,22,6,0.57
shanghai,2023-08-17,37,优,0,21,32,26,6,0.7
shanghai,2023-08-18,33,优,0,18,29,29,6,0.68
shanghai,2023-08-19,34,优,0,19,30,15,6,0.6
shanghai,2023-08-20,26,优,0,14,25,13,6,0.56
shanghai,2023-08-21,36,优,0,15,28,15,6,0.57
shanghai,2023-08-22,48,优,0,24,38,21,6,0.73
shanghai,2023-08-23,40,优,0,24,28,23,7,0.81
shanghai,2023-08-24,42,优,0,19,35,25,7,0.7
shanghai,2023-08-25,38,优,0,17,32,18,7,0.62
shanghai,2023-08-26,34,优,0,14,31,18,6,0.58
shanghai,2023-08-27,21,优,0,9,19,13,6,0.52
shanghai,2023-08-28,19,优,0,8,17,17,6,0.6
shanghai,2023-08-29,22,优,0,11,16,26,6,0.79
shanghai,2023-08-30,24,优,0,8,10,22,6,0.61
shanghai,2023-08-31,37,优,0,21,22,28,6,0.7
shanghai,2023-09-01,27,优,0,10,18,19,7,0.55
shanghai,2023-09-02,38,优,0,16,35,13,6,0.59
shanghai,2023-09-03,30,优,0,17,30,18,6,0.6
shanghai,2023-09-04,21,优,0,11,21,20,7,0.55
shanghai,2023-09-05,26,优,0,14,26,18,7,0.5
shanghai,2023-09-06,25,优,0,14,25,15,7,0.51
shanghai,2023-09-07,38,优,0,22,37,17,6,0.63
shanghai,2023-09-08,34,优,0,17,27,19,6,0.6
shanghai,2023-09-09,33,优,0,14,28,23,7,0.6
shanghai,2023-09-10,37,优,0,13,30,20,7,0.58
shanghai,2023-09-11,36,优,0,14,34,21,7,0.61
shanghai,2023-09-12,26,优,0,12,26,20,6,0.56
shanghai,2023-09-13,26,优,0,12,24,21,6,0.57
shanghai,2023-09-14,21,优,0,11,20,27,6,0.6
shanghai,2023-09-15,25,优,0,15,22,40,6,0.66
shanghai,2023-09-16,32,优,0,21,26,40,6,0.85
shanghai,2023-09-17,59,良,0,36,47,34,7,1.03
shanghai,2023-09-18,57,良,0,33,35,19,7,0.79
shanghai,2023-09-19,30,优,0,16,22,18,7,0.59
shanghai,2023-09-20,25,优,0,10,22,19,6,0.6
shanghai,2023-09-21,25,优,0,10,23,25,6,0.58
shanghai,2023-09-22,20,优,0,9,18,29,6,0.58
shanghai,2023-09-23,22,优,0,8,13,30,6,0.58
shanghai,2023-09-24,24,优,0,10,19,29,6,0.6
shanghai,2023-09-25,45,优,0,23,47,43,7,0.8
shanghai,2023-09-26,54,良,0,38,48,33,7,0.91
shanghai,2023-09-27,53,良,0,37,43,27,6,0.82
shanghai,2023-09-28,51,良,0,35,41,26,7,0.83
shanghai,2023-09-29,51,良,0,36,41,20,6,0.8
shanghai,2023-09-30,49,优,0,32,29,20,6,0.98
shanghai,2023-10-01,29,优,0,13,23,18,6,0.6
shanghai,2023-10-02,27,优,0,7,24,18,6,0.49
shanghai,2023-10-03,27,优,0,8,24,20,6,0.52
shanghai,2023-10-04,28,优,0,9,22,17,6,0.54
shanghai,2023-10-05,39,优,0,12,39,17,6,0.54
shanghai,2023-10-06,28,优,0,7,28,15,6,0.5
shanghai,2023-10-07,26,优,0,8,25,17,5,0.52
shanghai,2023-10-08,25,优,0,9,18,20,6,0.6
shanghai,2023-10-09,37,优,0,21,38,32,6,0.7
shanghai,2023-10-10,51,良,245,33,49,30,6,0.73
shanghai,2023-10-11,35,优,118,18,30,28,6,0.63
shanghai,2023-10-12,33,优,113,17,30,33,6,0.62
shanghai,2023-10-13,29,优,70,15,21,29,5,0.64
shanghai,2023-10-14,69,良,280,49,56,50,7,0.93
shanghai,2023-10-15,80,良,310,59,75,53,7,0.91
shanghai,2023-10-16,87,良,314,64,86,57,8,1.1
shanghai,2023-10-17,66,良,237,47,60,47,7,0.8
shanghai,2023-10-18,54,良,198,32,47,31,7,0.68
shanghai,2023-10-19,71,良,294,46,71,46,8,0.83
shanghai,2023-10-20,31,优,173,18,23,29,6,0.65
shanghai,2023-11-01,39,优,84,18,38,29,7,0.6
shanghai,2023-11-02,34,优,53,12,30,22,6,0.6
shanghai,2023-11-03,48,优,141,24,50,34,7,0.65
shanghai,2023-11-04,30,优,46,17,28,27,6,0.58
shanghai,2023-11-05,23,优,15,9,21,15,6,0.56
shanghai,2023-11-06,34,优,120,19,34,22,7,0.71
shanghai,2023-11-07,53,良,239,23,56,38,8,0.68
shanghai,2023-11-08,48,优,141,23,50,38,7,0.61
shanghai,2023-11-09,57,良,197,35,59,50,8,0.79
shanghai,2023-11-10,29,优,104,18,22,17,6,0.6
shanghai,2023-11-11,28,优,109,9,28,17,6,0.5
shanghai,2023-11-12,38,优,182,24,35,23,6,0.65
shanghai,2023-11-13,32,优,115,20,31,30,7,0.65
shanghai,2023-11-14,51,良,147,31,55,52,8,0.8
shanghai,2023-11-15,98,良,257,73,103,73,10,1.12
shanghai,2023-11-16,94,良,271,68,87,52,7,0.93
shanghai,2023-11-17,90,良,315,29,129,37,8,0.65
shanghai,2023-11-18,52,良,125,23,57,46,9,0.78
shanghai,2023-11-19,64,良,198,40,79,68,8,0.84
shanghai,2023-11-20,88,良,262,65,112,80,10,1.08
shanghai,2023-11-21,66,良,164,46,72,60,8,0.78
shanghai,2023-11-22,56,良,125,38,59,59,7,0.74
shanghai,2023-11-23,118,轻度污染,318,88,132,69,11,1.13
shanghai,2023-11-24,33,优,81,13,33,26,7,0.64
shanghai,2023-11-25,28,优,32,10,28,34,6,0.55
shanghai,2023-11-26,40,优,57,18,44,42,6,0.58
shanghai,2023-11-27,82,良,231,58,95,54,8,0.91
shanghai,2023-11-28,90,良,293,66,118,53,9,0.95
